id,Annotated tweet,,classification,,
1493, @BSchuler My main issue w #<e>Romney</e> is a matter of <a>trusting </a>him. I just feel more comfortable befriending an iceberg or a robot.,,_TEST_,,
1494, #ThingsObamaVotersBelieve <e>Romney</e> is an idiot.,,_TEST_,,
1495, Is Mitt<e> Romney</e> Mentally Ill? http://t.co/fkPAwSwz via @politicususa,,_TEST_,,
1496," I lost all respect for <a>Stacey Dash</a>, b*tch is voting for <e>Romney</e> ðŸ‘Ž",,_TEST_,,
1497, @ErinBurnett @govchristie @mittromney Yes <a>leadership</a> means sitting at the table and negotiating notplaying golf or campaigning <e>Romney</e> can,,_TEST_,,
1498, <a>Math</a> doesn't add up for #<e>Romney </e>- #Gillespie caught in a lie!!!!! #Romneysucks,,_TEST_,,
1499, Even Republicans can't sell all of<e> Romney</e>'s <a>lies</a>! How embarrassing for the GOP!  #edshow,,_TEST_,,
1500," If #<e>Romney</e> wins, the<a> middle class loses</a>!",,_TEST_,,
1501," @edshow Be aware of the Myth <e>Romney</e> <a>lies</a>, tomorrow night!",,_TEST_,,
1502, The<a> people</a> who are <a>threatening</a> to riot if<e> Romney</e> wins are the 47%ers.,,_TEST_,,
1503," If Mitt <e>Romney</e> wins the <a>election</a>, I volunteer as tribute for the <a>Hunger Games</a>",,_TEST_,,
1504, DON'T <a>VOTE</a> FOR A MAN WHO ALWAYS <a>LIES</a>? PBO On <e>Romney</e> Welfare Can't Just Make Stuff Up' via HuffPostPol,,_TEST_,,
1505, Wtf my dad wants<e> Romney</e> to <a>win</a> ..,,_TEST_,,
1506, #EdShow Good for <a>Mary Kerr</a> to call<e> Romney</e> as a <a>liar</a>. I wish Obama would.,,_TEST_,,
1507, So the new trick among <a>conservative business</a> owners is to scare their employees into <a>voting</a> for Mitt <e>Romney</e>.... http://t.co/DfdyrWdn,,_TEST_,,
1508, @TMillsCanada if <e>Romney</e> wins the election I'm <a>moving to Canada</a>,,_TEST_,,
1509, With<e> Romney </e>stealing <a>votes</a> from #garyjohnson this <a>election</a> will be tough #libertarian,,_TEST_,,
1510, @MTV @mittromney @kidrock is one of those idiots if he<a> voted</a> for Mitt <e>Romney</e>,,_TEST_,,
1511, And I thought the <e>Romney</e> one was weird.  http://t.co/j4JqxbJO,,_TEST_,,
1512, @SheOn_molly_ ive been sayin F*ck <e>Romney</e> Forever! lol...now my t-shirt says it ..i got it at http://t.co/1lLsOqZU go get yours!,,_TEST_,,
1513,<a> John Elway</a> endorses <e>Romney</e> and Dove soap.  I will never use <a>Dove soap</a> again.,,_TEST_,,
1514, For the last 20 minutes I've been talking to my mom's #<a>Siri</a> saying <e>Romney</e> kicks ass. #ihavenolife #Romney2012 #Boiii,,_TEST_,,
1515, #<a>WaysToGetShot</a> go through the hood with a <e>Romney</e> <a>shirt</a> on,,_TEST_,,
1516, My mom said if Mitt <e>Romney</e> <a>won </a>she would go on the first flight back to Jamaica,,_TEST_,,
1517," <e>Romney</e> changes his positions, but he will never change his <a>anti-American</a>, anti-worker, greedy ways. #Sensata",,_TEST_,,
1518," Reagan budget director, David Stockman, on why <e>Romney</e>'s time as a vulture <a>capitalist</a> does NOT qualify him 2B <a>President</a> http://t.co/YW55BCAK",,_TEST_,,
1519, Fuck MIT <e>Romney</e>,,_TEST_,,
1520," Bands will make her dance, FoodStamps will make her twerk. But if <e>Romney</e> becomes president, yall hoes will <a>have to work</a>.""",,_TEST_,,
1521, Mitt <e>Romney</e> <a>economics</a> is mathematically wrong. This is a disingenuous man trying to fool Americans with a Tax Plan ... http://t.co/ZUqXsCNA,,_TEST_,,
1522, @conservj You're out of your depth. I'm going to get hundreds of millions of eyeballs on the bullsh*t the <e>Romney </e><a>campaign</a> is fielding.,,_TEST_,,
1523, Those who think its <a>funny to vote</a> for <e>Romney</e> just cos you wanna be different & funny....it's not gon b sweet when u can't <a>afford food</a>.,,_TEST_,,
1524," By definition, #<e>Romney</e> is not a <a>patriot</a>. When his country called, Mitt went to France",,_TEST_,,
1525," Fuck is<e> Romney</e> talking about<a> raisin taxes</a> for? NIGGA, we already paying $1.09 for a small ass bag of chips full of air .. NIGGGGAA PLEASEEE!",,_TEST_,,
1526, @ojailola It's where the <a>middle class</a> will be getting their<a> meals</a> if <e>Romney</e> wins.,,_TEST_,,
1527, LMAO! He just <a>compared </a>Mitt <e>Romney</e> to <a>Hitler</a>. #disrespectful,,_TEST_,,
1528," @GeraldoRivera Geralso while you are docusing on Obama for Libya, <e>Romney</e> is outsourcing american <a>jobs</a> #sensata",,_TEST_,,
1529," Romney is below Low, ""I don't trust <e>Romney</e>. He shouldn't make my <a>son's death part of his political agenda</a>,""",,_TEST_,,
1530," #ThingsObamaVotersBelieve<e> Romney </e>is gonna put ya'll ""<a>back in chains</a>"" according to biden",,_TEST_,,
1531," Facts matterâ€”the <e>Romney</e>-Ryan plan would </a>raise taxes</a> on middle-class families by up to $2,000. http://t.co/15E1Gayl",,_TEST_,,
1532, @ZamzamH Obama anyday over <e>Romney<e>! Yes and he didn't have much <a>knowledge about Afghans</a> or the issue!,,_TEST_,,
1533," Mitt <e>Romney</e> probably watched the #HipHopAwards thinking ""Aint none of these niggas gonna <a>vote</a> for me, ima have to cut BET off the air too.""",,_TEST_,,
1534," Gillespie Called Out By Wallace For <e>Romney</e>'s Impossible <a>Tax Math</a>, Lack o...: http://t.co/bHCpf2DV via @youtube",,_TEST_,,
1535, If a <a>woman votes</a> for <e>Romney</e> she might as well be killed. #idiots #dontyoulikeyourvagina? #dafuqq ðŸ™ðŸ™ðŸ‘ðŸ‘Œ,,_TEST_,,
1536, Mitt <e>Romney</e> continues to hold the lead in the biased <a>polls</a>.The Presidentâ€™s did not  receive $181 million in campaign contributions.,,_TEST_,,
1537," How <e>Romney</e> Hatin' On The <a>White House</a>, And he Can't even Get in ?!",,_TEST_,,
1538, Had his ass thinking I was<a> voting</a> for<e> Romney</e> -__- .,,_TEST_,,
1539, The<e> Romney</e>-Ryan Plan to <a>Obliterate Medicaid</a> http://t.co/y3M5Dw4O via @motherjones #Obama #Romney,,_TEST_,,
1540, You a demon if you <a>vote</a> for <e>Romney</e> .,,_TEST_,,
1541, How about I don't because a book can't <a>run for president</a> because it's a book and <e>Romney</e> is a douche? http://t.co/h5bJw6B6,,_TEST_,,
1542, Possibly the most shameless<a> lie</a> said by <e>Romney</e>. Cruel to the thousands of families mourning uninsured-caused deaths. http://t.co/hVdaBkaH,,_TEST_,,
1543, If U vote a LIAR N2 office.Don't cry when <e>Romney</e> sends U a <a>tax</a> increase N themail XMAS morning.,,_TEST_,,
1544, America I think We can see the <a>light at the end of the tunnel</a> if you vote for #<e>Romney</e>,,_TEST_,,
1545, <a>voting</a> for <e>Romney</e> in My <a>neighborhood</a> will get yo' ass shot !,,_TEST_,,
1546, Fiercely competitive president looks at the <a>debate</a> as a chance for him to come out swinging <a>against</a> <e>Romney</e>. http://t.co/qViXdXPz,,_TEST_,,
1547, We're all gonna <a>live in a hell</A> hole if <e>Romney</e> <a>wins</a>.,,_TEST_,,
1548, If <e>Romney</e> <a>wins</a> I am <a>denouncing my USA citizenship</a> and moving to Brazil. I always needed a reason,,_TEST_,,
1549," Real shit, if <e>Romney</e> <a>wins</a>, consider me a Canadian resident because I'm getting the fuck up outta here..",,_TEST_,,
1550," FiveThirtyEight: <a>Convention Bounce</a> for <e>Romney</e> Looks Modest, So Far http://t.co/Afo6pfS5 #discrespectful",,_TEST_,,
1551, I hope everyone knows. <e>Romney</e> is in no way gonna <a>win the election</a>. I honestly think he should just give up.,,_TEST_,,
1552, #StefCutterClaims that <e>Romney</e>/Ryan are Russian spies on a <a>flexibility mission</a>.,,_TEST_,,
1553, <e>Romney</e> is a vagina,,_TEST_,,
1554, I found a site with all the details on Mitt <e>Romney</e>'s <a>$5 trillion tax plan</a>. It's as simple as clicking a button. http://t.co/9ajrAvO9,,_TEST_,,
1555, #imagine <e>Romney</e> can't be <a>president</a> :( http://t.co/y3QAq3Ll,,_TEST_,,
1556, Mitt <e>Romney</e>'s Five Nuttiest Moments from the <a>Second Presidential Debate</a> http://t.co/H8ZJqaNW via @rollingstone,,_TEST_,,
1557," Last night #<e>Romney</e> brought a knife to a gun fight. He doesn't know ""the Chicago way."" #<a>debateFunny</a> stuff: http://t.co/XPU5LEut",,_TEST_,,
1558, I Really Dont <a>Like</a> <e>Romney</e> ! I Really Dont ! If Uu Voting For Him ,,_TEST_,,
1559, <e>Romney</e> takes credit for governing the state with the <a>highest female employment</a>... The Kennedy's started those policies in the 50's in Mass!,,_TEST_,,
1560, <e>Romney</e>â€™s Seven Biggest <a>Debate Lies</a> | The Nation http://t.co/toZbArxY,,_TEST_,,
1561," ""I don't think <e>Romney</e> has a <a>plan for jobs</a> and the deficit. If he wins",,_TEST_,,
1562, If mitt <e>Romney</e> becomes <a>president</a> I'm leaving the country.,,_TEST_,,
1563, When <e>Romney</e> doesn't become <a>president</a>,,_TEST_,,
1564, Fuck <e>Romney</e>! http://t.co/TY3JUj5Z,,_TEST_,,
1565, Gallup Polls Likely Voters -  <e>Romney</e> 51% - <e>Obama</e> 46%...,,_TEST_,,
1566, <a>Threats to kill</a> <e>Romney</e> explode after debate_The fruit doesn't fall far from the tree http://t.co/dOmdPzgl,,_TEST_,,
1567, <e>Romney</e> is so irrelevant.,,_TEST_,,
1568," @jcahealey   ""<e>Romney</e> about <a>hiring women</a> for his cabinet and getting the economy moving.""  And paying women less.  = pay for = work = Obama.",,_TEST_,,
1569, I'm ready for this <a>next debate</a> on <a>foreign policy</a>. <e>Romney</e> not internationally sound. He gon get us bombed,,_TEST_,,
1570, Being in <a>political science</a> made me dislike <e>Romney</e> even more. #TeamObama,,_TEST_,,
1571, When I hear <e>Romney</e> whining about NO <a>MIDDLE CLASS JOBS</a>.. I think of all the jobs MITT outsourced to China..  he still is SENSATA,,_TEST_,,
1572, Daily Kos: <e>Romney</e>: Forget <a>equal pay</a>,,_TEST_,,
1573, <a>Media reaction to the debates</a> is ridiculous. Making <e>Romney</e> seem like a legitimate candidate,,_TEST_,,
1574, <e>Romney</e> comes from the real old sch. <a>Women</a> are suppose to do as they are told. Will someone wake him up,,_TEST_,,
1575, #<e>Romney</e> is a man that I know nothing about... #<a>PoliticallyChallenged</a>,,_TEST_,,
1576, <e>Romney</e> on women: of course i like <a>women</a>..my great grandfather married 8 of them,,_TEST_,,
1577," ""Mitt <e>Romney</e> is one of the most <a>progressive thinkers</a> of the 1950's"" -Sarah Silverman",,_TEST_,,
1578, @jimi2124 <e>Romney</e> and Ryan are keeping <a>fact checkers</a> busier than pollsters.,,_TEST_,,
1579,<a> Fuck</a> <e>Romney</e>....,,_TEST_,,
1580, <e>Romney</e> mastered the <a>art of persuasion</a>,,_TEST_,,
1581, I'm not for <e>Romney</e> At All,,_TEST_,,
1582, Daily Kos: A Devastating Expose of Mitt <e>Romney</e>'s Mistreatment of <a>Mormon Women</a> Emerges http://t.co/Y7MrF9j4 via @dailykos,,_TEST_,,
1583,<e> Obama</e> criticizes <e>Romney</e> on <a>economic plan</a> during visit to Cornell,,_TEST_,,
1584, Really disappointed in <e>Romney</e> and his <a>holy underwear</a>. #tootight,,_TEST_,,
1585, @samorbit Sadly I was referring to a <e>Romney</e> quote in the US <a>presidential debate</a>.,,_TEST_,,
1586, #<e>Romney</e> the #UsedCarSalesman trying to <a>sell America Bad goods</a> #ObamaWinsDebate,,_TEST_,,
1587, @EugeneVDebs3 It's about time someone called <e>Romney</e> on his <a>lies</a>. Candy,,_TEST_,,
1588, More <a>employers</a> tell their workers to vote for Mitt <e>Romney</e> or lose their jobs. Disgusting! http://t.co/AlfUwRHl,,_TEST_,,
1589, <e>Romney</e> takes credit balancing the budget for Olympics but neglects to mention he got alomost 2 billion from taxpayers to do it. #Obama2012,,_TEST_,,
1590, <a>Women of America</a>. Do not vote for Mitt <e>Romney</e>! I repeat DO NOT bot for Mitt <e>Romney</e>. HE WILL BINDER YOU.,,_TEST_,,
1591, #<e>Romney</e> a bitch ..,,_TEST_,,
1592, I would just like to hit <e>Romney</e> everytime I here him <a>talk</a>.,,_TEST_,,
1593, @mitchellreports <e>Romney</e> was Flushed,,_TEST_,,
1594, <e>Romney</e> thinks he's in the board room <a>chastizing his ppl</a>,,_TEST_,,
1595, Mitt <e>Romney</e>'s Misogyny On Full Display During <a>Debate</a> | Care2 Causes http://t.co/Hi4uFArt,,_TEST_,,
1596," ""Haughty"" is the <a>best adjective</a> I've ever read to describe Mitt <e>Romney</e>.",,_TEST_,,
1597, Fastest way to get rich: start rapping-> get shot-> don't die OR break into one of <e>Romney</e>'s <a>vacation houses</a>.,,_TEST_,,
1598, I understand people voting for <e>Romney</e>... but how are you gonna vote for someone who doesn't even discuss what he's gonna <a>do for our country</a>?,,_TEST_,,
1599, @BarackObama <e>Romney</e> is a bully who thinks he can <a>lie/obfuscate</a> and we won't notice. Thank you for calling him out and standing up to him.,,_TEST_,,
1600,<a> Ghost of George W. Bush</a> Haunts #<e>Romney</e> in Second Debate | Common Dreams http://t.co/1BO7mtND,,_TEST_,,
1601, Mitt <e>Romney</e> and <e>Paul Ryan</e>..... let me remind you both that <a>lying</a> IS a sin,,_TEST_,,
1602, We are seeing Mitt <e>Romney</e> play fantasy football with the <a>US economy</a> - Kasim Reed (Mayor of Atlanta),,_TEST_,,
1603,<a> At work</a> today #<e>Romney</e> hate :) http://t.co/IVMMH3lg,,_TEST_,,
1604, Watching the <a>debate</a> again and am reminded of how much bull shit came out of <e>Romney</e>'s mouth.,,_TEST_,,
1605, <e>Romney</e> was <a>rude & dismissive</a> last night,,_TEST_,,
1606, i want somebody to tell me what exactly <e>Romney</e> is going to do to fix the <a>economy</a>...like name one thing he has planned,,_TEST_,,
1607, <a>Women</a> should be home making dinner huh? LOL <e>Romney</e> is such a douche.,,_TEST_,,
1608, <e>Romney</e>'s <a>immigration policy</a> is horrible compared to the president's so he''ll always loose the debate on immigration any day.,,_TEST_,,
1609, <e>Romney</e> suddenly <a>ahead in the polls</a>. That is terrifying,,_TEST_,,
1610, @BuzzFeedAndrew Josh <e>Romney</e> 'American Pyscho' http://t.co/mYsA4zDf,,_TEST_,,
1611, <a>Sorry</a> Mr <e>Romney</e>,,_TEST_,,
1612, <a>Faggot ass</a> <e>Romney</e>,,_TEST_,,
1613, If <e>Romney</e> is <a>elected</a> our world is fuckked,,_TEST_,,
1614, Mitt <e>Romney</e> back in 1994 said he <a>supports abortion</a> and now he's saying he doesn't support it just cos Obama does. Politicking!!,,_TEST_,,
1615, Mitt <e>Romney</e> = <a>Great Depression 2.0</a>,,_TEST_,,
1616, Mitt <a>Adolf</a> <e>Romney</e>,,_TEST_,,
1617, <e>Romney</e> Is an aristocrat he doesn't <a>work</a>! RT @politicoCould Reid and <e>Romney</e> work together? http://t.co/cM3NiyzQ  via @charliepolitico,,_TEST_,,
1618, The thought of Mitt <e>Romney</e> as <a>President</a> seriously scares me. How do people not see right through him?,,_TEST_,,
1619, <e>Romney</e> look like he belong in a <a>Viagra commercial</a>,,_TEST_,,
1620, @MrsvanP Tell me why we live in a world where <a>Honey Boo Boo's fat belly</a> is of more interest than Mitt <e>Romney</e>'s foreign policy?,,_TEST_,,
1621, <e>Romney</e>'s a butthead! ðŸ˜’,,_TEST_,,
1622, <e>Romney</e> Points Finger at Single Moms on <a>Gun Violence</a>: The issue of gun violence,,_TEST_,,
1623, <e>Romney</e> needs to realise <a>America</a> is a country not a company. #TeamObama,,_TEST_,,
1624, <e>Romney</e> is such a douche! OMG -___-,,_TEST_,,
1625," hahaha - ""Mitt <e>Romney</e> is not <a>George Bush</a>. He's George Bush Lite.""",,_TEST_,,
1626, <a>Mother</a> Says: I Don't Trust <e>Romney</e>http://t.co/JoLVNMFF,,_TEST_,,
1627," ""<e>Romney</e> can't even name three Ramen noodle flavors. He don't know the <a>struggle</a>."" http://t.co/jqdzVDt0",,_TEST_,,
1628, Dexter - Look out <e>Romney</e>,,_TEST_,,
1629, Mitt <e>Romney</e>'s Entirely Untrue,,_TEST_,,
1630, â€œ@BJack50 FACT: Only 18 of the 65 judges Gov. <e>Romney</e> appointed in Massachusetts were <a>women</a>. #<e>Romney</e>sBindersâ€,,_TEST_,,
1631, Mitt <e>Romney</e>'s <a>tax plan</a> adds up to a tax hike for the middle class. Here's the math:  http://t.co/mh1Yd5S2,,_TEST_,,
1632, What kind of name is Mitt <e>Romney</e>? Sounds like a brand of <a>oatmeal</a>.,,_TEST_,,
1633, <e>Romney</e> wasn't even sure of his <a>facts</a>.,,_TEST_,,
1634, Mitt <e>Romney</e> Style (<a>Gangnam Style Parody</a>): http://t.co/M5SKYtuB via @youtube Hilarious!!!! #Mitt<e>Romney</e>,,_TEST_,,
1635, @brendonboydurie If you were some giant <e>Romney</e> <a>supporter</a> I would've lost respect.  Thanks for not being one of... those.,,_TEST_,,
1636, I'm not into politics or anything but I don't like <e>Romney</e> because I heard he completely wants to ban <a>gay marriage</a> and that's just wrong.,,_TEST_,,
1637, Mitt <e>Romney</e> for <a>president</a> !!!,,_TEST_,,
1638, @asomer @stacyontheright pretending its not there doesn't make it to away. I get why u support <e>Romney</e>. U like <a>lies & fake realities</a>,,_TEST_,,
1639, Fact Check: <e>Romney</e> Right That Obama Cut Off-Shore And On-Shore <a>Oil Permits</a> via @@RCP_Articles http://t.co/9gxhYSJl,,_TEST_,,
1640, If <e>Romney</e><a> wins</a> I might leave the countryâ€¦just like most of his money already has.,,_TEST_,,
1641," Karl Rove: No Candidate Has Ever Lost With <a>Numbers</a> Today Like Mitt <e>Romney</e>: http://t.co/WADZ2gVr via @youtube ""THE ARCHITECT"" HAS SPOKEN!",,_TEST_,,
1642, <e>Romney</e>'s a creep,,_TEST_,,
1643, Mitt <e>Romney</e> is actually a comedian. The <a>lies</a> that comes out this dude mouth...ahhh man ðŸ˜‚.,,_TEST_,,
1644, RT@tommy_alter: <e>Romney</e> caught on <a>tape</a>(again) telling businesses to tell their employees how to vote. http://t.co/5YYNdT3Aâ€@Lawrence,,_TEST_,,
1645, What <e>Romney</e> believes in <a>religiously</a> isn't best for the country...,,_TEST_,,
1646, <e>Romney</e> the Rude.  [renna] http://t.co/gIFWb7P7,,_TEST_,,
1647, <e>Romney</e> not honest about <a>issues</a> - http://t.co/Y1oRGnuF | News,,_TEST_,,
1648, I think Mitt <e>Romney</e> <a>racist</a> #Js@_TheNikeType tweet >>>,,_TEST_,,
1649, Mitt <e>Romney</e> anit shitttt,,_TEST_,,
1650, @billmaher  Mitt <e>Romney</e> was very disrespectful last night,,_TEST_,,
1651, The only people rooting for <e>Romney</e> are the insanely wealthy.,,_TEST_,,
1652, #Rommunism = <e>Romney</e>'s Economic Agenda Where Our Jobs are Sent to <a>China</a> as He Profits Through his Investments. #Sensata #Obama2012 #p2,,_TEST_,,
1653, <e>Romney</e>'s personality just irks me,,_TEST_,,
1654, <e>Romney</e> is a <a>misogynist</a>,,_TEST_,,
1655, Why <e>Romney</e> Screwed Up the <a>Libya</a> Question http://t.co/QwKqZFQm via @motherjones,,_TEST_,,
1656, Mitt <e>Romney</e> is the biggest fraud to ever run for <a>president</a>,,_TEST_,,
1657, Mitt <e>Romney</e> is acting like a real dick,,_TEST_,,
1658, <e>Romney</e> bullied a <a>gay</a> student in high school http://t.co/R6pGs4QR via @zite,,_TEST_,,
1659, #CrazyDemocracy Mitt <e>Romney</e> missed a big opportunity to attack Barack Obama on his answer about the attacks in <a>Libya</a>. http://t.co/Tdx3lzzE,,_TEST_,,
1660, Mitt <e>Romney</e> don't <a>pay no tax</a>,,_TEST_,,
1661, <e>Romney</e> Caught <a>Lying</a>,,_TEST_,,
1662, If <e>Romney</e> has to keep apologizing tor the <a>47%</a> thing,,_TEST_,,
1663, #<a>IDontHaveTimeFor Mitt</a> <e>Romney</e>,,_TEST_,,
1664, #<e>Romney</e> can't <a>win</a> for losing,,_TEST_,,
1665, I'm not going to even <a>tweet my opinion</a> on <e>Romney</e>...#Ugh,,_TEST_,,
1666, If <e>Romney</e> wins I'll lose all <a>faith in America</a>. #notevenjoking,,_TEST_,,
1667, <e>Romney</e> is <a>out of his mind</a>,,_TEST_,,
1668, Mitt <e>Romney</e> is so fucking <a>unprofessional and disrespectful</a>. Bama should of dropped his ass.,,_TEST_,,
1669, <e>Romney</e>. Yesterday you were about burying the <a>middle class</a> and now you say you want to unbury them? The leaves can change,,_TEST_,,
1670, <e>Romney</e> reminds me of another <a>Bush</a>.. #Notgood #ahh #USPresidentialDebate,,_TEST_,,
1671, Fuck Mitt <e>Romney</e> I really hope he doesn't become <a>president</a>. He's a fucking self centered joke.,,_TEST_,,
1672, Mitt <e>Romney</e>'s <a>Binder Full of Women</a> http://t.co/qIiHweeI,,_TEST_,,
1673, <e>Romney</e> can go to hell,,_TEST_,,
1674, I dnt <a>like</a> this Mitt <e>Romney</e> guy.,,_TEST_,,
1675, <e>Romney</e> lying his ass of during the <a>debate</a>.. What else is new..,,_TEST_,,
1676, <e>Romney</e> old wack ass,,_TEST_,,
1677,<e>Woman</e> for <a>Romney</a> just don't exist. Unless there dumb. #sorrynotsorry #obama #fuckromney,,_TEST_,,
1678,Pres did a good job tonight. <e>Romney</e> looked like the <a>underdog.</a> Questions were shit. That about sums that up.,,_TEST_,,
1679,President Obama came harder tonight and all I heard was <a>lies</a> from <e>Romney.</e>,,_TEST_,,
1680,NOBODY LIKES A <a>LIAR!!!</a> Like <e>#Romney</e>,,_TEST_,,
1681,<e>Romney</e> 40:50 <a>#bindersfullofwomen</a> Omfg!! Is the real deal? http://t.co/DL2GrdSI,,_TEST_,,
1682,@BuffNastyAndy are you kidding .. <e>Romney</e> is <a>SHIT</a> .   NOT the shit just plain shit,,_TEST_,,
1683,"Fox News is attacking Candy Crowley for ""real-time fact-checking"" Romney on the Libya act of terror remark. Give it up, <e>Obama</e>  <a>won</a> debate!!!",,_TEST_,,
1684,I hate how some people vote jus cause of race.... I can't <e>stand</e> <a>Romney</a> and I'm white,,_TEST_,,
1685,<e>Romney's</e> comments about equal pay for women were very <a>offensive!</a>,,_TEST_,,
1686,"<e>Romney</e> is a <a>liar</a> and a flip flopper, he doesn't even have full proof plan and Obama finally called him out on it tonight. Haha",,_TEST_,,
1687,"Bad <a>response</a> on the assault weapons- weak, But <e>Romney's</e> response is even worse....It was Excellent Close!    Bruce & BrianGood night!B",,_TEST_,,
1688,"@johnnycate i think the same. <e>Romney</e> <a>missed</a> a few crucial opps and Obama did well with his answers, as ""dodgy"" as they might have been",,_TEST_,,
1689,My TimeLine looking like <e>Obama</e> Obama Obama <a>F**k</a> Romney Obama Obama & some hoe talkin bout she lonely,,_TEST_,,
1690,4 candy canes <a>for</a> Obama. You go Obama! And <e>none</e> for mitt <a>Romney.</a>,,_TEST_,,
1691,#bindersfullofwomen WHAT A PUTZ! <e>Romney</e> <a>doesn't</a> <a>deserve</a> the honor of President of the United States,,_TEST_,,
1692,"We played a debate drinking game. I drank whenever <e>Romney</e> <a>lied,</a> and he drank whenever Obama lied. Needless to say, I drank a lot.",,_TEST_,,
1693,@MandiElyse my family would probably benefit from the <e>Romney</e> <a>tax</a> cuts but I would never vote for him either. Its about the country not me.,,_TEST_,,
1694,I feel comforted to know that <e>Romney</e> has <a>#bindersfullofwomen</a>,,_TEST_,,
1695,@Mitteomney @BarackObama We the ppl of the United States will always remember the <a>47%</a> that Mitt <e>Romney</e> dismissed!!!! SMH,,_TEST_,,
1696,"@WardBrenda @BarackObama The Libya is not an issue for this <e>election.Romney</e> <a>lied.CNN</a> fact checker.We want a debate to learn the truth,sham!",,_TEST_,,
1697,"@JamesDaGirl yeah, and from wat I watched, I still see <e>Romney</e> saying much while saying <a>nothing</a> lol and Obama hit on that 47% comment too",,_TEST_,,
1698,@J_S_S_Smooth <e>Romney</e> is <a>old</a> school politics and anyone who votes for him...,,_TEST_,,
1699,"<e>Romney</e> can Kiss Obamas <a>ass</a> and mines!!! PIDD, OBAMA YOU GOT THIS #endofstory",,_TEST_,,
1700,"President Obama <a>Destroyed</a> Mitt <e>Romney</e> in the 2nd Presidential Debate, 64-36 - Forbes http://t.co/2NKF4jeC",,_TEST_,,
1701,I liked a @YouTube video http://t.co/DNmnXSa1 Presidential Debate Review <e>Romney</e> hate Poor <a>47</a> <a>Percent?</a> President Obama Destroyed,,_TEST_,,
1702,@SenJohnMcCain Eeewww! Only a GOPer can defend a <a>liar</a> like <e>Romney.</e> And wake up!! Romney got called out on his lies - on National TV,,_TEST_,,
1703,<e>Women</e> will <a>suffer</a> dearly if @Romney is elected. Don't be fooled!,,_TEST_,,
1704,Mit <e>Romney</e> is full of <a>shit!</a> he is a dam lair!!!,,_TEST_,,
1705,I just wanna see <e>Obama</e> <a>dropkick</a> Romney right now lol,,_TEST_,,
1706,<e>Romney</e> is so <a>rude</a> .,,_TEST_,,
1707,You know <e>Romney's</e> <a>bad</a> when Obama makes Dubya sound almost sane compared to Romney. #p2 #tcot #p21 #debate,,_TEST_,,
1708,"President <e>Obama</e> came back <a>strong.</a> CNN official debate poll: Obama 46%, Romney 39%.",,_TEST_,,
1709,@_NeverAverage_ smh I <e>dislike</e> Mitt <a>Romney</a> strongly..,,_TEST_,,
1710,"@KarlRove <e>Romney</e> won, somehow it's hard to give victory to someone that continues to <a>lie!</a>",,_TEST_,,
1711,#UnfollowAlexThobe he's the reason why mitt <e>Romney</e> is and <a>idiot</a>,,_TEST_,,
1712,Lmfao #dead RT @GotTaBtheKicks: My TimeLine lookin likeObama Obama <e>ObamaFuck</e> <a>Romney</a> Obama ObamaAnd some hoe talkin bout she lonely,,_TEST_,,
1713,<e>Obama</e> gets <a>tough</a> on Romney in second debate http://t.co/JL9Bl1aj @abcnews,,_TEST_,,
1714,Obama should have dropped the mic after that final statement. He completely owned the #debate. <e>Romney</e> had his ass <a>kicked</a> for sure,,_TEST_,,
1715,<e>Romney:</e> No One Dies From Lack of Health Insurance http://t.co/3xEoLowE #politix  <a>Idiot</a>,,_TEST_,,
1716,Oh my fucking cat Jesus! I wanted to fuck Romney up! Obama definitely won that! <e>Romney's</e> clearly a bag full of <a>lies!#WomenForObama</a>,,_TEST_,,
1717,@PhillMantis Stop supporting <e>Romney</e> he's going to <a>lose</a> so just quit now....,,_TEST_,,
1718,"<e>Romney</e> looked @ a ""binder full of women???""  Single mothers are the cause of gun violence???   What nerve How <a>disrespectful!</a>",,_TEST_,,
1719,"#Obama <e>Obama</e> goes on <a>attack</a> against Romney in debate rematch: HEMPSTEAD, New York (Reuters) - President Barack O... http://t.co/6n9Twwic",,_TEST_,,
1720,@ThickNherHips I have to admit ive NEVER heard Obama say that...Lol... But I do agree that <e>Romney</e> is <a>Worse!</a> lol...,,_TEST_,,
1721,<e>Hate</e> <a>Romney</a> but this parody account is funny afffff @YABOYMITT,,_TEST_,,
1722,@ChristopherFTL says the sexy man in a wife beater :) but I agree <e>Romney</e> looked like an angry out of touch old <a>fart</a>,,_TEST_,,
1723,"I don't blindly trust Obama. But Mitt <e>Romney</e> only cares about the <a>rich,</a> is homophobic, racist, sexist and so much more. SO OBAMA 2012 PLEASE",,_TEST_,,
1724,<e>Romney</e> isn't confused he's just a <a>liar.</a> smh http://t.co/Zm9iUAkN,,_TEST_,,
1725,<e>Obama</e> clear <a>winner</a> in all major polls. Disastrous night for Romney,,_TEST_,,
1726,"<e>Romney</e> claimed to use a ""binder full of qualified women"" to fill jobs, but doesn't support Affirmative Action or equal pay for <a>women.</a>",,_TEST_,,
1727,"<a>Embarrassing,</a> Romney camp sends blast from Paul Ryan on <e>""Romney</e> Crushing It."" Poor guy must have not seen the debate. #Gulp",,_TEST_,,
