id,Annotated tweet,,classification,,,,,,,
1606," <e>Obama</e>: Don't call it a comeback, I've been here for years",,_TEST_,,,,,,,
1607, @marklevinshow CNN is admitting MOST of the audience voted for <e>Obama</e> in 2008. Not surprised LEFTISTS were used to prop up a failing campaign,,_TEST_,,,,,,,
1608, <e>Obama</e> supports <a>Ledbetter act</a> yet women in his and Michelle's staff still paid less than men.,,_TEST_,,,,,,,
1609, @Morning_Joe I've listened to the replay of speech 10 times.For the record <e>Obama</e> DID NOT CALL Benghazi attack an ACT OF TERROR. Report Truth,,_TEST_,,,,,,,
1610," ""<e>Obama</e> exceeded expectations"". Translation: He managed not to throw up on the moderator and shit and piss his pants, all at the same time.",,_TEST_,,,,,,,
1611," Hmm, <e>Obama and DEMS</e> keep saying what's in Romney's healthcare plan but for theirs the line was ""we gotta pass it to find out what's in it"".",,_TEST_,,,,,,,
1612, @ChrisStigall: <e>Obama</e> taking responsibility after Clinton took the hit is just another example of him leading from behind.,,_TEST_,,,,,,,
1613," @JaredLeto Then again, maybe that is exactly what you need while <e>Obama</e> goes to confess his sins of lying to America.",,_TEST_,,,,,,,
1614, @donnabrazile <e>Obama</e> has achieved almost none of his promises for his term . Fool me once shame on me fool me twice not gonna  happen,,_TEST_,,,,,,,
1615," We need to make an add on the <e>Obama's</e> <a>trying to balance their checkbook</a>, no more deposits after November,well maybe from Iran or China.",,_TEST_,,,,,,,
1616," 580,000 women have became unemployed since <e>Obama</e> has taken office.",,_TEST_,,,,,,,
1617, @JoeBiden Right. <e>President Obama</e> will hide behind any woman any time.,,_TEST_,,,,,,,
1618, @JoJowantstohelp @danette_88 what does that have to do with being pro <e>Obama</e>? He can't predict the future.,,_TEST_,,,,,,,
1619," @jjauthor Indignant <e>Obama</e> said he called it terror on 9/12. Ok, then why blame the YouTube in your 9/25 U.N. speech 2 wks later, O? #coverup",,_TEST_,,,,,,,
1620," To my followers voting for <e>President Obama</e>, why are you?",,_TEST_,,,,,,,
1621," Under <e>Obama</e> more <a>women</a> are in poverty, fewer have their names in #bindersfullofwomen competing for jobs cause there are no jobs.",,_TEST_,,,,,,,
1622, @DatDaisy A vote for <e>Obama</e> is a vote for butt touching.,,_TEST_,,,,,,,
1623, @seanhannity How was <e>Obama</e> so sure that Candy was going to completely back him up? He set it up and sat back so smugly. He knew,,_TEST_,,,,,,,
1624, <e>President Obama</e> won the debate by a slight margin because he had A LOT of help from the biased @CNN moderator Candy @Crowleycnn,,_TEST_,,,,,,,
1625, <e>President</e> Obama called it a terrorist attack in the rose garden?  Why then did he buy all those ads apologizing for the video?,,_TEST_,,,,,,,
1626," Not only did <e>Obama</e> NOT call <a>#Benghazi</a> a terrorist incident, he went on for near 2 weeks explaining that it WAS a protest to a video.",,_TEST_,,,,,,,
1627," I hope that you dumb @$& don't vote for <e>Obama</e> again, but you will and when  you if he gets in. When our country goes down! Blame your self.",,_TEST_,,,,,,,
1628,<e>Obama</e> didn't know about F&amp;F. He didn't know Benghazi was an act of war.He didn't know his big donors got loan guarantees. What does he know?,,_TEST_,,,,,,,
1629,"#GlennBeck: ""#<e>Obama</e> is one debate away from losing the presidency...He's going to have to have much more class than he has.""",,_TEST_,,,,,,,
1630,@ALB_EDU Less Govt . then <e>Obama</e> wants domesticly absolutey. But a stronger military.Smart govt. not what we have now.,,_TEST_,,,,,,,
1631,The questioms in tonights debate arent supposed to be given out ahead of time  so <e>Obama</e> shouldnt have a prompter,,_TEST_,,,,,,,
1632,Documents show that <e>Barack Obama</e> pushed Chicago Mayor to give jobs to Rev. Wright and Bill Ayers brother - http://t.co/h4SgdMxi,,_TEST_,,,,,,,
1633,@DennisDMZ. Re people taking the fall for <e>Obama</e>; they do it because of fear of the repercussions.,,_TEST_,,,,,,,
1634,Note to Liberal women- look at the little Pakistani girl with a gunshot to the head if you want to see a real #waronwomen - #<e>Obama</e> friends,,_TEST_,,,,,,,
1635,I literally get angry and give people dirty looks when they wear <e>Obama</e> pins. #beatit,,_TEST_,,,,,,,
1636,UPDATE: Clean energy <e>Obama</e> crony A123 files for bankruptcy; received $250 million in porkulus funds ==&gt; http://t.co/bYyxJC6Z,,_TEST_,,,,,,,
1637,"Question 4 <e>Obama</e>: Why didn't U send help 2 Ambassador Stevens? No ships, Marines, EVAC or planes close enough? Attack lasted 6 hours.",,_TEST_,,,,,,,
1638,@Basilsnr  Honey everyone and their dog **KNEW about <e>Obama</e> being muslim it came out before he ran for president.,,_TEST_,,,,,,,
1639,"<e>Obama</e> picks another loser, A123 an electric car battery maker files for bankruptcy.  Given $249,000,000 of taxpayer money!",,_TEST_,,,,,,,
1640,"Now, <e>Obama</e>'s <a>2008 promises</a> remind me of the high school kid running for class president who will put a Coke machine in the cafeteria.",,_TEST_,,,,,,,
1641,<e>Obama</e> dsn't know how to be Pres so he waits a mnth for news pundits to give thr opinions 'we must strike Libya' then he acts #leadfrombehind,,_TEST_,,,,,,,
1642,"RT @RBPundit: The CBO says ñ<e>Obama</e>, stop lying, okay? ItÍs getting old.î http://t.co/IhcRTMYj #tcot #p2",,_TEST_,,,,,,,
1643,@PatandStu <e>Obama</e> is leading in 7 states out of 57.,,_TEST_,,,,,,,
1644,"<e>Obama</e>'s Crony Empire Crumbles: As the curtain rises on the second presidential debate, President <e>Obama</e>Ís ... http://t.co/GOSrKaf2",,_TEST_,,,,,,,
1645,Another <e>Obama</e> Admin Green Job Company Goes Bankrupt:  http://t.co/dRHFmY7U,,_TEST_,,,,,,,
1646,@kyliejanekremer B/c it's not about killing our enemies or justice. It's about <e>Obama</e> attempting to look strong &amp; save face. Which he can't.,,_TEST_,,,,,,,
1647,That where his real expertize comes in ! <e>Obama</e> Weighs In On Mariah-Minaj Dispute http://t.co/RbtSFOzU http://t.co/mNVtbK1e,,_TEST_,,,,,,,
1648,To increase his avg voter info profile RT @Drunk_Matthews: Breaking: <e>Obama</e> proposes lowering voting age to 6.,,_TEST_,,,,,,,
1649,I wonder how many jobs <e>Obama</e> has promised in the past month?,,_TEST_,,,,,,,
1650,@MaiaDahalia <e>Obama</e> will be fired next month.,,_TEST_,,,,,,,
1651,@gomabmd @arthuromeo <e>Obama</e> has a bigger agenda not really about America more global and I don't like it! He's anti colonial radical,,_TEST_,,,,,,,
1652,"Hey, thank goodness debates don't matter otherwise <e>Obama</e> could have been in big trouble! #tcot",,_TEST_,,,,,,,
1653,"Prediction: Crowley softballs the debate 4 <e>Obama</e> 2nite. It doesn't matter, <e>Obama</e> could vomit &amp; pass out and MSNBC would call it a victory.",,_TEST_,,,,,,,
1654,RT @conncarroll: he went 0 for 5 RT @BuzzFeedBen <e>Obama</e>'s 2008 Town Hall Debate Promises http://t.co/lrMXGa3c,,_TEST_,,,,,,,
1655,"For every person who's entered the workforce since <e>Obama</e> took office, 10 have left it. Let's see <e>Obama</e> defend that http://t.co/uL3jHSqE",,_TEST_,,,,,,,
1656,"While Biden Smirked at VP Debate, <e>Obama</e> Admin Was Arming Islamic Jihadists in Syria http://t.co/NQhttyiT via @BreitbartNews",,_TEST_,,,,,,,
1657,Bad sign for <e>Obama</e> -- 67% of New Hampshire voters say state's economy has stayed same or gotten worse in past 4 years http://t.co/e0y8LTcs,,_TEST_,,,,,,,
1658,<e>Obama</e> can now blame Hillary...... does he have a secret Czar of Blame somewhere? This guy won't take responsibility for anything!,,_TEST_,,,,,,,
1659,<e>Obama</e>'s Crony Empire Crumbles http://t.co/EWJp1PsG #tcot #breitbart,,_TEST_,,,,,,,
1660,Another <e>Obama</e> Admin Green Job Company Goes Bankrupt http://t.co/UUVDc12J #tcot #breitbart,,_TEST_,,,,,,,
1661,@tbrdshw just rented <e>obama</e> 2016 from redbox. great movie or the greatest movie?,,_TEST_,,,,,,,
1662,"Hollywood liberals, I should listen to you who won't work on a film for less than $3 Million, to vote for <e>Obama</e>? Really???",,_TEST_,,,,,,,
1663,Eugene Jarecki: <e>Obama</e> <a>pot policy disappointing</a>: http://t.co/njqcgnx3 via @POLITICO #mmot,,_TEST_,,,,,,,
1664,You've got to be kidding me. <e>Obama</e> thought that he won the first debate. http://t.co/id26eaJ8,,_TEST_,,,,,,,
1665,Thanks #<e>Obama</e> administration for throwing #HillaryClinton under the bus. How much more shit does she have to eat for you guys?,,_TEST_,,,,,,,
1666,Pants On Fire: <e>Obama</e> Scrambles For Cover As Benghazi Lie Explodes - Forbes http://t.co/rwfE9gDh,,_TEST_,,,,,,,
1667,Nobody knew about film...UNTIL the <e>Obama</e> camp kept saying it over+over+over+over ..so now: Al-Qaida leader urges holy war over Prophet film,,_TEST_,,,,,,,
1668,Can YOU trust YOUR FAMILY to a President that lets Terrorist operate in Full View and let's e very one else suffer before Him? <e>Obama</e> is Evil,,_TEST_,,,,,,,
1669,If <e>Obama</e> is re elected the US will be at war with some African country before his term out. They'll use his black face 2 justify it,,_TEST_,,,,,,,
1670,"3 months, 3 days, 16 hours, 59 minutes, and 58 seconds  until #<e>Obama</e> leaves office.",,_TEST_,,,,,,,
1671,@Darlington_Dick N=<e>Obama</e> Phone recipients.,,_TEST_,,,,,,,
1672,Rush Limbaugh: <e>Obama</e> campaign is done http://t.co/XaLj4sCp,,_TEST_,,,,,,,
1673,So the budget deficit has supposedly shrunk-lowest in 4 years. <e>Obama</e> always makes shit happen in the bottom of the ninth.,,_TEST_,,,,,,,
1674,Fact Check: Retired Army Major Calls BS (Literally) on <e>Obama</e> Surrogate's Libya Claims  http://t.co/YsazqesJ via @BreitbartNews,,_TEST_,,,,,,,
1675,@FoxNews why does <e>Obama</e> get credit for takedown of Osama but not the blame for Benghazi?,,_TEST_,,,,,,,
1676,"@NewsNinja2012 <e>Obama</e> has never taken responsibility for anything in past 4 years; not economy, Libya, jobs, failed investments, nothing.",,_TEST_,,,,,,,
1677,<e>Obama</e>'s Crony Empire Crumbles http://t.co/Extp4yIy via @BreitbartNews,,_TEST_,,,,,,,
1678,@cnnbrk Hillary Clinton was not responsible for the budget to protect our Ambassador. I hope <e>Obama</e> doesn't let her be the scapegoat.,,_TEST_,,,,,,,
1679,@IngrahamAngle @petergo85 It as if the <e>Obama</e> supporters are right out of the Taliban_shooting little girl because they don't like the truth.,,_TEST_,,,,,,,
1680,I'm English and even I think that <e>Obama</e> is fucking great,,_TEST_,,,,,,,
1681,[VIDEO] Tea Party Drops Hardcore Ad Starring '<e>Obama</e> Phone' Lady http://t.co/DpNUPJi1,,_TEST_,,,,,,,
1682,@getnickwright : Where's the <e>Obama</e> one where you can use unmanned drones to bomb and assassinate American teenagers?,,_TEST_,,,,,,,
1683,<e>Obama</e> Picked another loser with OUR MONEY: Electric Car Battery Maker A123 Systems Files Bankruptcy http://t.co/9lIJm5NN,,_TEST_,,,,,,,
1684,"#<e>Obama</e>: needs a Goldilocks moment -&gt; last time too cold, Biden too hot; needs to be just right. Knowing his own record would help!",,_TEST_,,,,,,,
1685,"#townhallquestions Mr. <e>Obama</e>: You repeat for us to help our brothers. Why don't you help George, your brother, in Kenya?",,_TEST_,,,,,,,
1686, Gallup Shows Florida Swinging <e>Romney</e>'s Direction http://t.co/PNdhXVlo via @BreitbartNews #tcot #<e>Obama</e>,,_TEST_,,,,,,,
1687," Don't vote 4 <e>Obama</e>, overheard he is a <a>socialist</a>, socialism turns into communism! Preserve America's greatness and ---Peace through strength.",,_TEST_,,,,,,,
1688, The only winning <a>debate strategy</a> for <e>Obama</e> requires a time machine and,,_TEST_,,,,,,,
1689, @kilmeade Good showing <a>old promises</a> made by <e>Obama</e>. And waste of our money on phony science.,,_TEST_,,,,,,,
1690, If President <e>Obama</e> screws up a <a>debate moderated by Candy Crowley</a> he should probably forfeit the election.,,_TEST_,,,,,,,
1691, Everybody is tripping and freaking about how awesome <e>Romney</e> and Ryan are... They aren't even that great... Better than <e>Obama</e>... Not amazing.,,_TEST_,,,,,,,
1692," <e>Obama</e> should be winning, but the weaknesses we knew about but were never explored are giving <e>Romney</e> an edge.",,_TEST_,,,,,,,
1693, Mitt <e>Romney</e>'s $5 Trillion Tax Plan Shows fiscal responsibility attempting to help US out of <e>Obama</e>'s 6T spending spree & never any budget!,,_TEST_,,,,,,,
1694," This is what <e>Obama</e> wants for America! ""A British â€˜death panelâ€™ horror story""  by @philipaklein:  http://t.co/2ksiybXr #teaparty #tcot #p2",,_TEST_,,,,,,,
1695, <e>Obama</e> out of options to fire up his base he fired his last Biden...I mean bullet. Misfired and takes out women supporters. Condescending man,,_TEST_,,,,,,,
1696, @rushlimbaugh LETS MAKE IT GO VIRAL! #<a>Ohio Miners</a>fight back against #<e>Obama</e>Lies #OhioCoalMiners http://t.co/wP4RoAbr #<e>Obama</e> #War on #Coal!,,_TEST_,,,,,,,
1697, <e>Obama</e> makes <a>Nixon's Watergate</a> look like a punk trick!  This is the most corrupt administration since Huey Long!  http://t.co/0T4ragHs,,_TEST_,,,,,,,
1698, How <e>Obama</e> bungled the <a>Syrian revolution</a>http://t.co/Xd7py6lU...Miscalculations on Syria have led to a wider war.,,_TEST_,,,,,,,
1699, Four 2008 town hall presidential <a>debate promises</a> <e>Obama</e> failed to keep http://t.co/NgXFGzr3,,_TEST_,,,,,,,
1700," @IngrahamAngle @BuckMcKeon This would have taken 2 much time away from campaign! Screw the <a>dead people</a>, <e>Obama</e> cares ONLY about re-election.",,_TEST_,,,,,,,
1701," This is what it's come to, threatening employees . . . Koch Industries warn employees of layoffs if <e>Obama</e> is reelected http://t.co/5HJVevhI",,_TEST_,,,,,,,
1702, New Threats to Riot if <e>Obama</e> Loses Election - http://t.co/yc6D0A84,,_TEST_,,,,,,,
1703," We will look back after #<e>Obama</e> loses reelection how close this country came to being destroyed! For that, I will NEVER forgive the Democrats",,_TEST_,,,,,,,
1704, @Mexduras I hope this makes the Hillary people dump <e>Obama</e>.,,_TEST_,,,,,,,
1705, How much worse will <e>Obama</e> do in tonight's <a>debate</a>? Soon we will see. TV doesn't lie like <e>Obama</e> does. #<a>CNNDebate</a> #HofstraDebate,,_TEST_,,,,,,,
1706, Unlike Mitt changing everything RT @markknoller <e>Romney</e> adviser Ed Gillespie says <e>Obama</e> can change his debate style but can't change record.,,_TEST_,,,,,,,
1707, Watch our Documentary detailing <e>Obama</e>'s Deception and Failure at  http://t.co/DImND99I @michellemalkin #tcot,,_TEST_,,,,,,,
1708," @allisonkilkenny Written an article about <e>Obama</e>'s failure on <a>racism</a> of the American drug war, which might interest u: http://t.co/k5aG6TNz",,_TEST_,,,,,,,
1709," President <e>Obama</e> is radical in every way; spending, abortion, gay marriage, tax, Socialism with Healthcare, Cap and Trade.. Vote <e>Romney</e>/RYAN",,_TEST_,,,,,,,
1710, @Mitt<e>Romney</e>  Fast & Furious deaths of <a>Border Agents</a> direct result of <e>Obama</e>/Holder putting guns in terrorists hands & it backfired on them.,,_TEST_,,,,,,,
1711," @sacca Scary sacca, don't you think <e>Obama</e> has done enough damage?",,_TEST_,,,,,,,
1712, <e>obama</e> mural defaced,,_TEST_,,,,,,,
1713, Poor President <e>obama</e> http://t.co/1poYjeXO,,_TEST_,,,,,,,
1714, @marthamaccallum - <e>obama</e> <a>arrogant and mean</a>,,_TEST_,,,,,,,
1715, I will not <a>vote<a> for <e>obama</e>,,_TEST_,,,,,,,
1716, <e>obama</e> won the <a>debate</a> last night.,,_TEST_,,,,,,,
1717, Well <e>obama</e> lost and the liberals are in a panic. Was nice when both he and the moderator were exposed while... http://t.co/bxe32Ats,,_TEST_,,,,,,,
1718, http://t.co/8F4O8JxM @ColetteMejia7 @Jackiee__M @JenniferHerna28 @megxoelizabeth <e>obama</e> isn't <a>working</a> and Americans need to start working.,,_TEST_,,,,,,,
1719, @KaiokenEd @AdrianneCurry and everytime <e>obama</e> says he supports <a>middle class</a> I want to slap him too. He doesn't support me in anyway. Hatehim,,_TEST_,,,,,,,
1720, Dumbest economic argument ever: <e>obama</e> arguing that 2008 bad <a>economy</a> caused low gas prices. http://t.co/dDGRfhe7  @trscoop,,_TEST_,,,,,,,
1721, <e>obama</e> Doesn't Have Any <a>Solutions</a>,,_TEST_,,,,,,,
1722, Re-electing <e>obama</e> would be like asking the <a>Titanic to back up and hit the iceberg again</a>!!,,_TEST_,,,,,,,
1723, Ppl b hating on <e>obama</e>,,_TEST_,,,,,,,
1724," <e>obama</e> Says ""When I Was President"" At <a>Debate</a> | RealClearPolitics http://t.co/M2kXQav2",,_TEST_,,,,,,,
1725, <a>Big Bird</a> must be happy today. President <e>obama</e> did very well.,,_TEST_,,,,,,,
1726, <e>obama</e>'s failure to mention the <a>labor theory</a> of value has me in tears.,,_TEST_,,,,,,,
1727, Fact check. <e>obama</e> did not call the <a>Libya</a> attack an act of terror the day after. He was using the term in reference to 9/11.  #debates,,_TEST_,,,,,,,
1728, If <e>obama</e> does not <a>win</a>,,_TEST_,,,,,,,
1729, <e>obama</e> is a <a>weak and thin skinned man</a>,,_TEST_,,,,,,,
1730, The only reason why <e>obama</e> has a chance of <a>winning the election</a> is because people are so incompetent that they actually think he is competent,,_TEST_,,,,,,,
1731, <e>obama</e> you are the <a>weakest link</a> GOODBYE! Nov. 6th.,,_TEST_,,,,,,,
1732, President <e>obama</e> is a <a>liar</a>,,_TEST_,,,,,,,
1733, Sad to see <e>obama</e> <a>last night begging Candy</a> to rescue him. Not very Powerful or Sexy. A Powerful Leader can admit when they are wrong. Man Up!,,_TEST_,,,,,,,
1734," ""Increasing <a>America's debt</a> weakens us domestically and internationally.""-Barack <e>obama</e>",,_TEST_,,,,,,,
1735, I would so slap <e>obama</e>.,,_TEST_,,,,,,,
1736, Top Five <e>obama</e> Tax Falsehoods from <a>Second Debate</a>:  http://t.co/07aNwr3I,,_TEST_,,,,,,,
1737, <e>obama</e> destroys <a>foreign countries</a>! http://t.co/D9gcxslG #LiberalBias,,_TEST_,,,,,,,
1738," <e>obama</e> said ""what I promised from the first term that didn't happen will happen in the <a>second term</a>"" wtf",,_TEST_,,,,,,,
1739, I will NOT <a>vote</a> for <e>obama</e> in 2012. - We have heard it all before,,_TEST_,,,,,,,
1740, Conservatives fire back on bogus <e>obama</e> <a>Libya</a> claim http://t.co/hhvtvg78,,_TEST_,,,,,,,
1741, <e>obama</e>'s got <a>99% of the problems</a>,,_TEST_,,,,,,,
1742, Speakers said <e>obama</e> and other Democrats are <a>damaging the country</a> by exerting too much control over people's lives â€“ with the health...,,_TEST_,,,,,,,
1743, Look I'm no fan of <e>Romney</e> but these new <e>obama</e> ads about his <a>statements on the 47%</a> are preposterous. Totally out of context.,,_TEST_,,,,,,,
1744, I really just hope that American isn't stupid and let's <e>obama</e> <a>win</a>.,,_TEST_,,,,,,,
1745, <e>obama</e>'s <a>Energy Policy</a> Led to Higher Gas Prices http://t.co/y5scRhMn. #tcot #n<e>obama</e> #teaparty,,_TEST_,,,,,,,
1746, <e>obama</e> talked privately to <a>Libya</a> debate questioner he did mislead America http://t.co/l9xOVW2t #news #conservative #features #politics,,_TEST_,,,,,,,
1747, This should have a huge setup for next weeks debate on foreign policy.  <e>obama</e> should get called out for lying!,,_TEST_,,,,,,,
1748, The <e>obama</e> <a>victory strategy</a>: Lie,,_TEST_,,,,,,,
1749, Common sense dictates what happened with <a>Libya</a>: <e>obama</e> Admin wanted to avoid blame for a terrorist attack so they didn't call it one. (1/2),,_TEST_,,,,,,,
1750, <a>Women paid</a> significantly less in <e>obama</e> White House than their male counterparts http://t.co/Vzvmu3eU via @MailOnline,,_TEST_,,,,,,,
1751, Fuck You Mean <e>obama</e> Ain't Gonna Win This Shit . ?,,_TEST_,,,,,,,
1752, Barack <e>obama</e>: <a>Lying<a> Style,,_TEST_,,,,,,,
1753, <e>obama</e> still faces tough questions on <a>Benghazi</a> attack after debate: The president may have sidestepped Mitt Romne... http://t.co/9nGlCZXp,,_TEST_,,,,,,,
1754, The only success that <e>obama</e> has actually accomplished is his planned destruction of the <a>American economy</a>,,_TEST_,,,,,,,
1755, <e>obama</e>s <a>Energy Policy</a> Led to Higher Gas Prices: At last night&#039;s debate,,_TEST_,,,,,,,
1756," The ONLY thing I didn't see lacking from <e>obama</e>'s <a>debate</a> ""performance"" last night was HIS EGO.",,_TEST_,,,,,,,
1757, President <e>obama</e> hired more border patrol agents than <a>Bush</a>.  http://t.co/mcNAAJMF,,_TEST_,,,,,,,
1758, @BretBaier The <a>economy</a> is not improving enough to make a real difference in hurting peoples lives and thats where <e>obama</e>'s policies fail!,,_TEST_,,,,,,,
1759, <e>obama</e> has a failed presidency & no plans for a <a>2nd term</a>,,_TEST_,,,,,,,
1760, The <a>jobs<a> that <e>obama</e> has created isn't even enough to keep up with the population growth. He needs to stop bragging,,_TEST_,,,,,,,
1761, People just voting for <e>obama</e> because he is <a>black</a>,,_TEST_,,,,,,,
1762, <e>obama</e> and his inept <a>weakness</a>,,_TEST_,,,,,,,
1763," <e>obama</e> Says ""When I Was President"" At <a>Debate</a> http://t.co/rKg01zSD",,_TEST_,,,,,,,
1764, America now knows <e>obama</e>'s record is  high <a>unemployment</a>,,_TEST_,,,,,,,
1765, My little 6 yr old cousin jst told my whole family that <e>obama</e> is going to <a>higher taxes<a> and stuff. Like how does she know that?!?! #kidgenius,,_TEST_,,,,,,,
1766, Too many young people <a>voting for</a> <e>obama</e> without any reason why,,_TEST_,,,,,,,
1767, If <e>obama</e> is re-elected just how do you plan to by <a>gas</a> for work,,_TEST_,,,,,,,
1768, I asked before I will ask again. How many of you are canceling gift buying for Christmas because of <e>obama</e>'s <a>economy</a>?,,_TEST_,,,,,,,
1769, <e>obama</e> is definitely winning these last two questions on <a>women<a> and <a>China</a>. I'd call the ones before a draw. #debate,,_TEST_,,,,,,,
1770, <e>obama</e> go to <a>hell</a>!,,_TEST_,,,,,,,
1771, @Barack<e>obama</e> Boo,,_TEST_,,,,,,,
1772, I saw the <a>debate</a> and I don't put stock in any poll that says <e>obama</e> won. He lied,,_TEST_,,,,,,,
1773, Hey all you <a>tax payers<a> u know <e>obama</e> using ur money to build n repair overseas mosques. Oh n he lied in the debate about a terrorist attack.,,_TEST_,,,,,,,
1774, @SFlady10 @ArrghPaine Except in <e>obama</e>'s White House where <a>women<a> are paid 18% less than men. #debates His deeds never match his actions.,,_TEST_,,,,,,,
1775, Wow the 16 trillion <a>debt</a> <e>obama</e> has matches his his 0 and 4 trillion of that in 3.5 yrs with 2yrs democrat ran http://t.co/2OEMIQiy,,_TEST_,,,,,,,
1776, <e>obama</e> and his inept <a>weakness</a>,,_TEST_,,,,,,,
1777,".@LtGovCarroll: ""The election is about jobs. <e>Obama's</e> record is one of <a>failure.</a> Romney has a record of leadership."" sayfie #ssnalerts",,_TEST_,,,,,,,
1778,I gotta say <e>Obama</e> won this debate with all his <a>lies.</a> you're not convincing me,,_TEST_,,,,,,,
1779,@mayarogowski <e>Obama's</e> a <a>bad</a> president.,,_TEST_,,,,,,,
1780,@karenegantx I still am voting for Romney bc <e>Obama</e> is a Progressive <a>socialist.</a> Romney is a Capitalist and by far is the smartest candidate,,_TEST_,,,,,,,
1781,Nobody understands how many people I deleted off fb and unfollowed on twitter bc <e>they</e> said F Obama or <a>vote</a> <a>Romney</a> . Who next? #rns,,_TEST_,,,,,,,
1782,"Will you marry me? ""@5hannnnnon: <e>Obama</e> shut up you nigger. You're a <a>liar.</a> Your brother lives in Kenya where you were born. #Romney2012""",,_TEST_,,,,,,,
1783,Romney won debate even though  <e>Obama</e> got more time and had leftist moderator defend his <a>lies</a> over & over.,,_TEST_,,,,,,,
1784,"I glad Mitt brought up his faith and how it works into what he wants for america. <e>Obama</e> won't touch that topic, <a>no</a> <a>faith.</a>",,_TEST_,,,,,,,
1785,Focus group after debate in Nevada...over 1/2 voted for Obama. Now <e>most</e> <a>voting</a> <a>Romney.</a> #2012debate #lotsoftimetoplaygolf,,_TEST_,,,,,,,
1786,"@cenkuygur Whoops, looks like you need to fact check - <e>Obama</e> and Candy were proven <a>wrong</a> already regarding the Rose Garden issue.",,_TEST_,,,,,,,
1787,Smh  RT @5hannnnnon: <e>Obama</e> shut up you nigger. You're a <a>liar.</a> Your brother lives in Kenya where you were born. #Romney2012,,_TEST_,,,,,,,
1788,<e>Romney</e> will now study the tapes of Obama's post Libya comments and <a>come</a> <a>hard</a> at Obama on Monday,,_TEST_,,,,,,,
1789,It's great seeing <e>Romney</e> <a>destroy</a> Obama in that debate. #Romney2012,,_TEST_,,,,,,,
1790,Romney did awesome tonight... Unfortunately <e>Obama</e> is an awesome <a>lier.</a> #debates #RR2012,,_TEST_,,,,,,,
1791,"<e>Obama</e> is delusional, the power of his position has made him think that he can <a>lie</a> about anything & everyone will accept it.",,_TEST_,,,,,,,
1792,"The public is so out of touch with how the goverment works.  <e>Romney</e> would be such a better <a>president,</a> and Obama supporters just don't get it",,_TEST_,,,,,,,
1793,Great point. RT @TheJ_Miles: RT @ye4hbruh: <e>Michelle</e> Obama was casted in the original Planet of the Apes because shes <a>black</a> & <a>ugly</a>,,_TEST_,,,,,,,
1794,Obamas say RomneyLies ... <e>0bama</e> <a>lies</a> about everything.,,_TEST_,,,,,,,
1795,My cat is mad at me bc <e>I</e> am <a>voting</a> for <a>Obama....</a>,,_TEST_,,,,,,,
1796,Hilary Clinton just announced that she accepts full responsibility for <e>Obama</e> <a>lying</a> through his teeth. @chuckwoolery,,_TEST_,,,,,,,
1797,<e>We</e> <a>can't</a> <a>afford</a> <a>more</a> <a>years</a> <a>with</a> <a>Obama</a> and that ass Biden,,_TEST_,,,,,,,
1798,#debates #townhalldebate BOOM WAPO already out saying <e>#Obama</e> <a>lies</a> about saying #Libya was #terror off the bat,,_TEST_,,,,,,,
1799,@GeraldoRivera <e>Obama</e> is a <a>liar</a> and a <a>loser!</a>,,_TEST_,,,,,,,
1800,<e>@CNN</e> You are <a>bias!</a> So disappointed in you all at CNN! # Obama Fact check Romney's#Binderfullofwomen,,_TEST_,,,,,,,
1801,Once you start paying for things yourself you'll understand why <e>Obama</e> <a>isn't</a> <a>good</a> for this country.. #RomneyRyan2012,,_TEST_,,,,,,,
1802,@emmakathleen425 Romney's economic plan. <e>Obama's</e> <a>isn't</a> <a>working.</a>,,_TEST_,,,,,,,
1803,If the US votes in <e>Obama</e> for his <a>lies</a> we are all going to hell in a basket ......,,_TEST_,,,,,,,
1804,@MMFlint Fox News also had a room full of undecided voters - who <e>all</e> <a>hated</a> Obama. #debates,,_TEST_,,,,,,,
1805,Abbie said <e>Obama</e> is a <a>jerk.</a> Agreed with her 100%,,_TEST_,,,,,,,
1806,"@JonathanPino_ <e>Obama</e> <a>losed</a> badly, again. Duh.",,_TEST_,,,,,,,
1807,@benshapiro <e>Romney</e> <a>won</a> on Libya! Obama didn't know what he had said in speeches! Crowley rescued Obama!,,_TEST_,,,,,,,
1808,"@bdurham_28 and the same for Romney. When in reality they're just trying to help. Although, <e>Obama</e> antics are <a>idiotic</a>",,_TEST_,,,,,,,
1809,And you're still looking like if Gary Busey fucked Alf! RT @realDonaldTrump: <e>Obama</e> is looking rhetorical and <a>weak.</a>,,_TEST_,,,,,,,
1810,<e>Candy</e> Crowley threw flag <a>for</a> <a>#Obama.</a>  Hoping to get invited to Sunday dinner at the Whitehouse.,,_TEST_,,,,,,,
1811,I saw 3 people of <a>color</a> tonight in the debate audience and one of them was <e>Michelle</e> Obama!,,_TEST_,,,,,,,
1812,<e>Obama</e> <a>lied</a> he never called it act of terror!!! Once again he acts like he is our king and we must take him at his word. It infuriates me!!!,,_TEST_,,,,,,,
1813,"4 yrs later & <e>I'm</e> <a>not</a> <a>convinced</a> that we are in ""Obama's economy."" It still feels like it's Bush's.",,_TEST_,,,,,,,
1814,<e>Obamas</e> <a>jealous</a> of Romney,,_TEST_,,,,,,,
1815,@Ted_Strickland did you watch the debate??? <e>Obama</e> <a>lost</a> sgain,,_TEST_,,,,,,,
